Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,265,2017
Air,Sep,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,021",2017
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Malaysia,4.210484,101.975766,849,2017
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,890",2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,693",2017
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,414,2017
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,891,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,050",2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,534",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,360",2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"11,253",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Turkey,38.963745,35.243322,"59,640",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,141",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,764",2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,105,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,092",2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Indonesia,-0.789275,113.921327,16,2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Vietnam,14.058324,108.277199,264,2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Alpacas,Breeder,China,35.86166,104.195397,861,2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Port Hedland,Cattle,Productive,Indonesia,-0.789275,113.921327,502,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Port Hedland,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,419",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,115",2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Japan,36.204824,138.252924,206,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,790",2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,200,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Breeder,Malaysia,4.210484,101.975766,"1,598",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Philippines,12.879721,121.774017,"1,574",2017
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,"1,250",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,330,2017
Sea,Oct,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"6,318",2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,206,2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,840,2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,90,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Feeder,Indonesia,-0.789275,113.921327,101,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,54,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,420",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,552",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,255",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Productive,Indonesia,-0.789275,113.921327,97,2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Malaysia,4.210484,101.975766,230,2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,20,2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,40,2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,29,2017
Sea,Oct,Australia,-25.274398,133.775136,VIC,Geelong,Cattle,Breeder,China,35.86166,104.195397,"2,686",2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,New Zealand,-40.900557,174.885971,12,2017
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,New Zealand,-40.900557,174.885971,3,2017
Sea,Oct,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Qatar,25.354826,51.183884,"32,000",2017
Sea,Oct,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2017
Sea,Oct,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Slaughter,Qatar,25.354826,51.183884,199,2017
Sea,Oct,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Oman,21.512583,55.923255,"6,000",2017
Sea,Oct,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Kuwait,29.31166,47.481766,"15,440",2017
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,118,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"23,558",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,097",2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,278,2017
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,550",2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,266,2017
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,390",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,622",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,017",2017
Sea,Oct,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Slaughter,China,35.86166,104.195397,"1,947",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Productive,Indonesia,-0.789275,113.921327,141,2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,597",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"8,000",2017
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"2,530",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"3,879",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"9,998",2017
Sea,Nov,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Feeder,Turkey,38.963745,35.243322,"2,240",2017
Sea,Nov,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Turkey,38.963745,35.243322,"15,012",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Breeder,Malaysia,4.210484,101.975766,125,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Breeder,Malaysia,4.210484,101.975766,"1,140",2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"35,000",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"31,202",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,666",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Feeder,Indonesia,-0.789275,113.921327,234,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,048",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,222",2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,South Korea,35.907757,127.766922,6,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,417,2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,188,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Israel,31.046051,34.851612,"2,080",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"3,503",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Turkey,38.963745,35.243322,"45,348",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"7,298",2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,572",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,723",2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Japan,36.204824,138.252924,190,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"6,669",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,200,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"12,450",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"29,901",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,000",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"5,647",2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,78,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Indonesia,-0.789275,113.921327,24,2017
Sea,Nov,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Slaughter,China,35.86166,104.195397,"2,382",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,547",2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,South Korea,35.907757,127.766922,24,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,374",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,169,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Feeder,Indonesia,-0.789275,113.921327,200,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,900,2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Vietnam,14.058324,108.277199,225,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,132,2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Vietnam,14.058324,108.277199,218,2017
Sea,Nov,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"2,797",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,387",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,996",2017
Sea,Nov,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Sri Lanka,7.873054,80.771797,"3,030",2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,569",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,360,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,254",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,150,2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,"1,080",2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,48,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,444,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Malaysia,4.210484,101.975766,120,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,53,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,169,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,473,2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Malaysia,4.210484,101.975766,225,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,520",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,200,2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Vietnam,14.058324,108.277199,"2,428",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,000",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,700,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,93,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,753,2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,200",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,623",2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Malaysia,4.210484,101.975766,435,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,469,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,89,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,201,2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,373",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,842,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"7,250",2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Japan,36.204824,138.252924,305,2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,170,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,China,35.86166,104.195397,"1,726",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,880",2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,180,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Vietnam,14.058324,108.277199,"1,300",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,331,2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Pakistan,30.375321,69.345116,"1,923",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"1,193",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"19,998",2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Sheep,Slaughter,Qatar,25.354826,51.183884,"9,834",2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Sheep,Slaughter,Kuwait,29.31166,47.481766,"1,990",2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Thailand,15.870032,100.992541,207,2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,694",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,391",2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,China,35.86166,104.195397,199,2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Vietnam,14.058324,108.277199,250,2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,702",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,176,2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,New Zealand,-40.900557,174.885971,4,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"15,260",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"3,062",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"4,206",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,110",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"23,934",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"7,000",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,166",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,Pakistan,30.375321,69.345116,684,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,36,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,545,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,582",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"22,315",2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,420,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,China,35.86166,104.195397,743,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Philippines,12.879721,121.774017,25,2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,900",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,671",2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,Philippines,12.879721,121.774017,37,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Philippines,12.879721,121.774017,187,2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,"2,107",2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,850,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,076",2017
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,"1,272",2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"2,544",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,92,2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,531",2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,South Korea,35.907757,127.766922,10,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"20,224",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"9,000",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,United Arab Emirates,23.424076,53.847818,30,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"50,000",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,99,2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,124,2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"9,515",2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,922",2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,708",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Productive,Indonesia,-0.789275,113.921327,18,2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,632",2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,273",2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,390,2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,90,2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,990,2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,079",2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,500",2017
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Argentina,-38.416097,-63.616672,3,2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,223,2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,384",2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,060",2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,717",2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,550,2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,262",2018
