Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Vietnam,14.058324,108.277199,"6,096",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"2,200",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,847",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,136,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,151,2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Philippines,12.879721,121.774017,128,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,792",2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,120,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"5,610",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,154,2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,167",2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,023",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"6,951",2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,350",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,063",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,822",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,886",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,147,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"9,820",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"7,839",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,Alpacas,Breeder,New Zealand,-40.900557,174.885971,18,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,236",2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,947,2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,559",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Jan,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Feeder,Israel,31.046051,34.851612,"4,147",2016
Sea,Jan,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Feeder,Russia,61.52401,105.318756,"8,078",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,082",2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,086",2016
Sea,Jan,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Qatar,25.354826,51.183884,"45,000",2016
Sea,Jan,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Kuwait,29.31166,47.481766,"6,451",2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,000",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,124,2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,671,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,"1,080",2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,99,2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,12,2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,111",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"3,360",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"5,898",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Russia,61.52401,105.318756,"1,922",2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,510",2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,541,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Cattle,Slaughter,Malaysia,4.210484,101.975766,20,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Alpacas,Breeder,Malaysia,4.210484,101.975766,13,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,100,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"9,000",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"27,184",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,025",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,374",2016
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,699,2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Nepal,28.394857,84.124008,30,2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Uruguay,-32.522779,-55.765835,23,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,887",2016
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,880",2016
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,250",2016
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Nepal,28.394857,84.124008,16,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,683,2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Malaysia,4.210484,101.975766,"2,989",2016
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Breeder,Malaysia,4.210484,101.975766,363,2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,094",2016
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,836",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,110",2016
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,604",2016
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,758",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,156",2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,United Arab Emirates,23.424076,53.847818,"1,050",2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,820,2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,85,2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Vietnam,14.058324,108.277199,5,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,195",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"5,140",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,000",2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Uruguay,-32.522779,-55.765835,6,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,982",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,158,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,282",2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,120,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,976",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,038",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Sheep,Slaughter,Kuwait,29.31166,47.481766,"23,161",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"9,523",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Sheep,Slaughter,Oman,21.512583,55.923255,"5,800",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Kuwait,29.31166,47.481766,230,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,110,2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,599",2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,644,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,106,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Malaysia,4.210484,101.975766,36,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Slaughter,Malaysia,4.210484,101.975766,522,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,683,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"26,211",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"2,976",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,200,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"6,085",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,998",2016
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,290",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Jordan,30.585164,36.238414,"21,578",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"20,200",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"10,768",2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,982",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,South Korea,35.907757,127.766922,6,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Vietnam,14.058324,108.277199,"2,393",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Vietnam,14.058324,108.277199,"1,874",2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,971",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,49,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,213,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,185",2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Uruguay,-32.522779,-55.765835,20,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,237",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,591",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,848",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,631,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Malaysia,4.210484,101.975766,"2,443",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,899",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,847",2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,442,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Malaysia,4.210484,101.975766,"2,355",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,003",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,64,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,United Arab Emirates,23.424076,53.847818,58,2016
Air,Feb,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,United Arab Emirates,23.424076,53.847818,32,2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,016",2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,105,2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Uruguay,-32.522779,-55.765835,20,2016
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,189",2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,778,2016
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,44,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,498",2016
Sea,Feb,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Vietnam,14.058324,108.277199,"1,733",2016
Sea,Feb,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,"1,080",2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,052",2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,524,2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Cattle,Slaughter,Malaysia,4.210484,101.975766,29,2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Alpacas,Breeder,Malaysia,4.210484,101.975766,13,2016
Air,Feb,Australia,-25.274398,133.775136,SA,Adelaide,Camels,Breeder,Malaysia,4.210484,101.975766,6,2016
Air,Feb,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,161,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"19,344",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"3,000",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"50,265",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,100,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,5,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,United Arab Emirates,23.424076,53.847818,200,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,825",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,085",2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,United Arab Emirates,23.424076,53.847818,149,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,United Arab Emirates,23.424076,53.847818,94,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,United Arab Emirates,23.424076,53.847818,113,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,United Arab Emirates,23.424076,53.847818,"1,680",2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Bangladesh,23.684994,90.356331,42,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,147,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Vietnam,14.058324,108.277199,"3,431",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,124,2016
Sea,Mar,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"2,493",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,Pakistan,30.375321,69.345116,"1,003",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,155,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"53,689",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"10,000",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,80,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,772",2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Japan,36.204824,138.252924,345,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,107,2016
Air,Mar,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,220,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,548,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,438,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,138,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,029",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,201",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,922",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,141,2016
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,60,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,745,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Breeder,Malaysia,4.210484,101.975766,60,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,900,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,310",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,157,2016
Sea,Mar,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,958",2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,45,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,77,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,932",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,131,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Vietnam,14.058324,108.277199,"1,318",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,380",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2016
Sea,Mar,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Feeder,Russia,61.52401,105.318756,"16,812",2016
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,924",2016
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,439,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,122,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Argentina,-38.416097,-63.616672,13,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,764",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,128,2016
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,27,2016
